turns,victory_status,winner,white_rating,black_rating,opening_name,opening_ply,increment_code
7,mate,white,1350,1500,King's Pawn Game: Napoleon Attack,3,20+8
56,mate,black,1500,1670,English Opening: The Whale,3,5+5
12,resign,black,946,1545,Bird Opening: From's Gambit,2,19+0
9,mate,white,1500,987,Lemming Defense,2,19+0
63,mate,white,1899,1263,Goldsmith Defense,2,10+0
52,mate,black,1272,1807,Van Geet Opening: Reversed Nimzowitsch,2,10+0
58,resign,black,1628,1532,King's Pawn Game: Leonardis Variation,3,10+0
74,outoftime,black,1662,1584,Sicilian Defense: Katalimov Variation,4,11+0
109,resign,white,1802,1662,Queen's Pawn Game: Zukertort Variation,3,5+8
85,outoftime,white,1635,1625,Caro-Kann Defense: Classical Variation,8,6+12
23,resign,black,1705,1599,King's Gambit Accepted ,6,6+12
65,resign,white,1683,1627,Bishop's Opening,3,8+0
64,resign,white,1672,1663,Bishop's Opening,3,8+0
37,mate,white,1667,1708,Elephant Gambit: Paulsen Countergambit,6,7+2
45,resign,white,1661,1677,Four Knights Game: Gunsberg Variation,7,7+2
37,resign,black,1614,1608,English Opening: King's English Variation ,4,12+0
77,resign,black,1631,1531,Bird Opening,1,10+0
129,mate,white,1545,1616,French Defense: Advance Variation #3,5,5+8
119,resign,white,1526,1536,French Defense: Knight Variation,3,7+7
79,mate,white,1342,1580,Scotch Game,7,5+8
62,resign,white,1667,1394,Queen's Pawn Game: Levitsky Attack,3,7+8
32,resign,white,1500,1394,Queen's Pawn Game,2,8+8
114,resign,black,1500,1675,Four Knights Game: Gunsberg Variation,7,7+2
44,resign,black,1923,1974,Sicilian Defense: Delayed Alapin,5,10+0
75,mate,white,1747,1962,Sicilian Defense: Old Sicilian,4,10+0
57,resign,white,1774,2003,Sicilian Defense: Closed Variation ,4,10+0
65,resign,white,2024,2031,Sicilian Defense: Staunton-Cochrane Variation,3,10+0
106,resign,black,1771,2019,Gedult's Opening,1,10+0
76,resign,black,2052,2028,Sicilian Defense: Delayed Alapin,5,10+0
151,outoftime,white,1605,2114,Sicilian Defense: Bowdler Attack,3,10+0
57,resign,white,2103,1822,Rat Defense: Small Center Defense,4,8+0
75,resign,white,2074,2013,Ruy Lopez: Steinitz Defense,6,8+0
57,resign,black,1982,2042,Sicilian Defense: Old Sicilian,4,8+0
33,draw,draw,2050,1981,Ruy Lopez: Marshall Attack,16,8+0
152,outoftime,draw,1978,2061,Sicilian Defense: Old Sicilian,4,8+0
33,resign,white,2074,2121,Sicilian Defense: Closed Variation ,4,8+0
96,resign,black,2209,2044,Sicilian Defense: Alapin Variation,3,8+0
114,resign,black,1689,2201,Sicilian Defense: Bowdler Attack,3,8+0
67,resign,white,2198,1519,Ponziani Opening,5,8+0
126,outoftime,black,1524,2195,Sicilian Defense: Alapin Variation,3,8+0
27,resign,white,2195,2137,Sicilian Defense: Delayed Alapin,5,10+0
94,mate,black,1357,2193,Dutch Defense: Queen's Knight Variation,5,8+0
55,resign,white,2192,1357,Philidor Defense #2,4,8+0
116,resign,black,1609,2192,Sicilian Defense: Wing Gambit,3,13+2
13,resign,white,2192,1609,Ponziani Opening: Jaenisch Counterattack,6,13+2
71,resign,white,2130,2054,Russian Game: Modern Attack ,7,5+10
57,resign,white,2113,1692,Zukertort Opening: Tennison Gambit,3,10+0
61,mate,white,2099,1627,Scotch Game: Lolli Variation,6,8+0
22,resign,black,1629,2082,Sicilian Defense: Accelerated Dragon ,9,8+0
50,resign,white,1757,1896,Nimzowitsch Defense: Williams Variation,4,10+0
24,draw,draw,2007,1500,Sicilian Defense: Closed Variation ,5,10+0
33,resign,white,1467,1305,Caro-Kann Defense,2,5+8
58,resign,black,1333,1289,Caro-Kann Defense,2,11+11
49,mate,white,1271,1346,Queen's Gambit Refused: Marshall Defense,4,11+11
39,resign,white,1572,1276,Slav Defense,4,10+8
34,mate,black,1281,1568,Queen's Gambit Refused: Austrian Defense,4,10+8
44,resign,black,1282,1213,Queen's Gambit Accepted,4,15+0
30,resign,black,1298,1285,Queen's Gambit Declined: Exchange Variation,7,5+8
50,mate,black,1301,1664,Englund Gambit Complex: Hartlaub-Charlick Gambit,4,5+8
88,outoftime,black,1642,1273,Queen's Pawn Game: Chigorin Variation,3,8+1
76,resign,black,1529,1247,Caro-Kann Defense,2,10+0
71,resign,white,1515,1253,Caro-Kann Defense,2,10+0
60,resign,black,1270,1247,Queen's Gambit Declined: Normal Defense,6,5+8
49,resign,white,1233,1289,Caro-Kann Defense,5,5+8
103,resign,white,1542,1295,Caro-Kann Defense,2,5+6
69,resign,black,1295,1733,Horwitz Defense,2,10+8
45,resign,black,1305,1479,Queen's Gambit Accepted,4,10+3
77,mate,white,1282,1394,Queen's Gambit Declined,4,5+8
101,resign,white,1342,1298,Caro-Kann Defense: Hillbilly Attack,3,5+8
58,resign,white,1281,1286,Dutch Defense,2,15+0
79,resign,white,1655,1286,Caro-Kann Defense,2,15+15
18,outoftime,black,1500,1247,Nimzowitsch Defense ,3,16+8
73,mate,white,1368,1500,Bishop's Opening: Boi Variation,4,10+10
3,resign,white,1500,1500,Sicilian Defense: Closed Variation,3,15+5
9,resign,white,1581,1631,Russian Game: Urusov Gambit,5,10+0
53,resign,black,1504,1631,Queen's Gambit Declined: Vienna Variation,8,15+10
90,resign,black,1631,1606,Center Game: Paulsen Attack Variation,7,20+20
41,resign,white,1500,1631,Grob Opening: Spike ,5,15+0
61,resign,white,1711,1631,Russian Game: French Attack,9,20+0
45,mate,white,1594,1631,Four Knights Game: Spanish Variation ,8,15+0
63,mate,white,1631,1546,Center Game #2,3,15+0
69,resign,white,1617,1674,Caro-Kann Defense: Exchange Variation,5,10+0
103,resign,white,1950,1620,Russian Game: Cozio (Lasker) Attack,9,10+0
68,draw,draw,1608,1591,Sicilian Defense: Smith-Morra Gambit #2,3,10+0
47,mate,white,1600,1432,Queen's Pawn Game: Franco-Sicilian Defense,4,10+0
60,draw,draw,1626,1599,Petrov: Modern Attack,6,10+0
50,mate,black,1699,1581,Philidor Defense,5,10+0
51,resign,white,1562,1714,Philidor Defense #3,5,10+0
16,resign,white,1302,1585,English Opening: Anglo-Scandinavian Defense,2,10+0
38,resign,black,1593,1737,Center Game: Berger Variation,8,10+0
23,resign,white,1730,1603,Italian Game: Anti-Fried Liver Defense,6,10+0
48,mate,black,1611,1775,Sicilian Defense: Smith-Morra Gambit #2,3,10+0
40,resign,black,1635,1595,Bishop's Opening: Berlin Defense,4,10+0
70,resign,black,1604,1757,Center Game: Berger Variation,8,10+0
72,resign,black,1589,1588,King's Knight Opening,3,10+0
66,resign,black,1588,1500,Nimzowitsch Defense: Kennedy Variation ,5,10+0
76,resign,black,1500,1588,King's Pawn Game: Wayward Queen Attack,3,10+0
28,resign,white,1588,1203,Scandinavian Defense: Mieses-Kotroc Variation,4,15+8
111,resign,white,1588,1500,King's Pawn Game: Maroczy Defense,4,10+0
49,resign,black,1296,1588,Vienna Game: Falkbeer Variation,4,8+0
70,resign,black,1697,1566,Bishop's Opening: Berlin Defense,4,30+0
38,outoftime,black,1662,1586,Queen's Gambit Refused: Marshall Defense,4,5+5
43,resign,white,1586,1662,Nimzowitsch Defense: Franco-Nimzowitsch Variation,4,5+5
3,outoftime,white,1362,1265,Scandinavian Defense,2,6+8
3,outoftime,white,1362,1265,Scandinavian Defense,2,6+8
50,mate,black,1265,1500,Queen's Pawn Game: Chigorin Variation,4,19+30
30,mate,black,1500,1265,Four Knights Game: Scotch Variation,7,19+30
50,mate,black,1265,1500,Van't Kruijs Opening,1,19+30
10,outoftime,black,1099,1574,Scandinavian Defense,2,8+0
21,mate,white,1459,1143,Russian Game: Damiano Variation,6,8+4
20,mate,black,1175,1455,Ware Opening,1,8+4
43,mate,white,1466,1500,Polish Defense,2,8+8
29,resign,white,1773,1366,Center Game #2,3,5+8
34,mate,black,1385,1246,Mikenas Defense,2,12+0
40,mate,black,1300,1374,King's Pawn Game: Napoleon Attack,3,12+20
63,outoftime,white,1320,1391,Polish Opening,1,15+0
41,resign,white,1293,1411,Philidor Defense #2,4,15+5
19,resign,black,1230,1402,Three Knights Opening,5,10+8
65,resign,white,1611,1410,Philidor Defense #2,4,45+0
93,resign,white,1321,1430,Ruy Lopez,5,10+20
78,resign,black,1292,1419,Hungarian Opening,1,9+9
38,mate,black,1205,1412,Queen's Pawn Game: Torre Attack ,6,25+0
32,mate,black,1306,1400,Italian Game: Two Knights Defense ,8,15+2
56,mate,black,1257,1389,King's Pawn Game: Wayward Queen Attack,3,10+6
34,mate,black,1188,1381,Queen's Pawn Game: Chigorin Variation,4,15+0
101,resign,white,1399,1399,Queen's Gambit Refused: Marshall Defense,4,29+30
74,outoftime,black,1279,1386,King's Pawn Game: Wayward Queen Attack,3,10+15
62,resign,black,1485,1362,Scotch Game,5,8+8
60,resign,black,1387,1246,Colle System #2,7,10+0
19,resign,white,1373,1286,Queen's Pawn Game: Chigorin Variation,4,15+9
24,mate,black,1348,1353,Van't Kruijs Opening,1,15+5
66,mate,black,1374,1377,English Defense #2,2,5+8
53,mate,white,1347,1455,Queen's Pawn,2,5+8
29,mate,white,1324,1311,Queen's Pawn Game: London System,5,8+8
93,mate,white,1461,1500,King's Gambit Declined ,4,5+5
20,mate,black,981,1318,Italian Game: Two Knights Defense ,11,8+10
35,resign,black,1224,1298,Bird Opening: Dutch Variation,2,8+8
41,mate,white,1426,1317,Queen's Pawn Game,2,10+1
69,resign,white,1479,1334,Four Knights Game: Italian Variation,8,20+0
61,mate,white,1309,1253,Colle System,6,12+8
30,resign,black,1333,1423,Amazon Attack,3,1+30
35,resign,white,1331,1371,King's Knight Opening: Normal Variation,4,10+0
41,outoftime,white,1464,1403,King's Pawn Game: Leonardis Variation,3,3+10
60,resign,white,1564,1430,Italian Game: Giuoco Pianissimo ,9,10+0
30,resign,black,886,1426,Vienna Game: Max Lange Defense,4,120+1
62,outoftime,black,1486,1391,Yusupov-Rubinstein System,5,8+0
67,mate,white,1543,1539,Vienna Game: Vienna Gambit,5,15+5
44,outoftime,black,1490,1472,Queen's Gambit Refused: Baltic Defense,4,2+15
41,resign,white,1590,1539,Bishop's Opening: Berlin Defense,4,15+5
50,mate,black,1438,1497,Modern Defense,2,5+5
74,mate,black,1457,1164,King's Gambit Accepted ,6,5+5
94,resign,black,1468,1484,Italian Game: Two Knights Defense ,8,5+8
66,resign,white,1499,1478,Sicilian Defense: Old Sicilian,4,10+0
34,resign,black,1407,1468,Sicilian Defense: Open #3,7,5+5
9,resign,white,1392,1483,Sicilian Defense: Hyperaccelerated Fianchetto,5,5+5
40,resign,white,1366,1483,Sicilian Defense: Hyperaccelerated Fianchetto,5,180+5
55,resign,white,1366,1483,Sicilian Defense: Smith-Morra Gambit #2,3,180+5
23,resign,white,1474,1365,French Defense: Steinitz Attack,3,10+2
88,resign,black,1485,1512,Bird Opening: Dutch Variation,2,15+10
43,outoftime,white,1184,1485,Van't Kruijs Opening,1,10+0
29,resign,black,1495,1565,Sicilian Defense #2,6,15+10
29,resign,white,1495,1257,King's Gambit Declined ,4,10+10
52,mate,black,1366,1495,Sicilian Defense: Closed Variation,3,12+5
57,resign,white,1476,1740,Sicilian Defense: Chekhover Variation,7,5+5
57,resign,white,1399,1491,English Opening: Symmetrical Variation ,4,8+0
24,resign,black,1464,1479,Sicilian Defense: Smith-Morra Gambit #2,3,7+8
4,resign,white,1500,1479,Van't Kruijs Opening,1,5+8
66,resign,black,1479,1810,Sicilian Defense: Open #2,6,10+0
66,resign,black,1479,1810,Sicilian Defense: Bowdler Attack,3,10+0
99,resign,white,1462,1605,King's Gambit ,5,11+10
35,mate,white,1450,1432,French Defense: Chigorin Variation,3,5+15
54,resign,black,1437,1632,King's Gambit Accepted: King Knight's Gambit,6,8+0
49,resign,black,1444,1642,Sicilian Defense: Bowdler Attack,3,12+7
37,mate,white,1795,1700,Russian Game: Nimzowitsch Attack,9,10+0
81,resign,white,1776,1829,Ruy Lopez: Steinitz Defense,6,10+0
63,resign,white,1813,1792,Sicilian Defense: Delayed Alapin,5,10+2
52,resign,white,1992,1801,Sicilian Defense: Najdorf ,11,4+8
52,resign,black,1858,1779,Sicilian Defense: McDonnell Attack,3,5+8
64,resign,black,1784,2085,King's Indian Defense: Averbakh Variation ,12,25+25
46,resign,black,1797,1931,Slav Defense: Modern Line,5,10+0
43,resign,white,2074,1804,Sicilian Defense: McDonnell Attack,3,9+11
16,mate,black,1887,1777,Saragossa Opening,1,8+0
69,resign,white,1747,1902,Caro-Kann Defense,3,8+0
79,resign,white,1424,1500,King's Pawn Game: Nimzowitsch Defense,3,6+10
47,mate,white,1568,1561,Elephant Gambit,4,20+10
40,outoftime,black,1576,1687,Italian Game: Anti-Fried Liver Defense,6,20+10
58,mate,black,1582,1773,Owen Defense,2,20+10
106,outoftime,black,1581,1667,Italian Game: Anti-Fried Liver Defense,6,20+10
74,mate,black,1590,1697,Italian Game: Giuoco Pianissimo,7,20+10
49,resign,white,1578,1569,Italian Game: Two Knights Defense ,10,20+10
40,resign,black,1583,1820,Italian Game: Anti-Fried Liver Defense,6,20+10
44,resign,black,1601,1423,Russian Game: Three Knights Game,5,20+10
39,resign,white,1599,1484,King's Pawn Game: Damiano Defense,4,20+10
113,resign,white,1597,1134,Italian Game: Giuoco Pianissimo ,8,20+10
67,resign,white,1591,1392,Italian Game: Two Knights Defense ,7,20+10
74,mate,black,1613,1257,Italian Game: Giuoco Pianissimo ,9,20+10
62,mate,black,1628,1276,Italian Game: Giuoco Pianissimo,7,20+10
31,mate,white,1622,1430,Nimzowitsch Defense: Scandinavian Variation ,5,20+10
87,mate,white,1616,1459,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5,20+10
109,mate,white,1606,1537,Trompowsky Attack: Classical Defense ,5,20+10
136,mate,black,1623,1473,Giuoco Piano,6,20+10
55,outoftime,white,1612,1582,Caro-Kann Defense,3,20+10
131,draw,draw,1613,1406,Italian Game: Anti-Fried Liver Defense,6,20+10
65,outoftime,white,1602,1572,Philidor Defense #3,5,20+10
97,resign,white,1593,1509,Scandinavian Defense,2,20+10
10,resign,white,1583,1554,Russian Game: Three Knights Game,5,20+10
55,mate,white,1573,1496,Italian Game: Giuoco Pianissimo ,9,20+10
49,resign,black,1585,1591,King's Pawn Game: Maroczy Defense,4,20+10
65,mate,white,1582,1260,Four Knights Game: Italian Variation,8,20+10
29,mate,white,1578,1277,Owen Defense,2,20+10
56,mate,black,1580,2002,Caro-Kann Defense: Advance Variation,5,20+10
65,resign,white,1573,1500,Sicilian Defense: Najdorf Variation ,11,20+10
124,resign,white,1564,1461,Italian Game: Anti-Fried Liver Defense,6,20+10
100,resign,white,1557,1500,Four Knights Game: Italian Variation,7,20+10
70,resign,black,1566,1643,Giuoco Piano,6,20+10
55,resign,black,1595,1483,Alekhine Defense,2,20+5
33,resign,white,1591,1338,Russian Game: Three Knights Game,5,20+5
110,mate,black,1606,1498,Pirc Defense: Classical Variation,8,20+5
55,resign,white,1602,1343,Giuoco Piano,6,20+5
44,resign,white,1600,1175,French Defense: Advance Variation #2,7,20+5
72,mate,black,1616,1467,Rat Defense: Small Center Defense,4,20+5
67,resign,white,1605,1575,Italian Game: Giuoco Pianissimo ,9,20+5
47,resign,white,1598,1451,Sicilian Defense: Nimzowitsch Variation ,5,20+5
21,resign,white,1592,1401,Sicilian Defense: French Variation ,6,20+5
19,mate,white,1587,1347,Philidor Defense #3,5,20+5
63,resign,white,1577,1500,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5,20+5
37,mate,white,1565,1548,Italian Game: Anti-Fried Liver Defense,6,20+5
30,resign,white,1561,1275,Giuoco Piano,6,20+5
82,resign,black,1461,1253,Queen's Gambit,3,10+0
26,resign,white,1377,1500,French Defense: Knight Variation,3,10+8
49,mate,white,1327,1364,Three Knights Opening,5,20+0
36,mate,black,1070,1802,Owen Defense,2,5+8
68,mate,black,1097,1171,French Defense: Knight Variation,3,7+7
7,mate,white,1271,1130,King's Pawn Game: Wayward Queen Attack,3,8+0
10,outoftime,black,1130,1455,Sicilian Defense: Bowdler Attack,3,12+2
15,outoftime,white,1568,1307,Bishop's Opening: Boi Variation,4,1+12
10,outoftime,black,1240,1602,Sicilian Defense,2,11+0
16,outoftime,black,1240,1422,King's Pawn Game: Wayward Queen Attack,3,180+180
18,outoftime,black,1240,1587,King's Pawn Game: Wayward Queen Attack,3,180+180
26,resign,black,1295,1322,Bishop's Opening: Philidor Counterattack,4,180+180
17,resign,black,1380,1189,Center Game,5,5+8
112,outoftime,black,1271,1624,Bishop's Opening,3,15+5
84,mate,black,1500,1749,Russian Game: Modern Attack ,7,5+5
44,resign,black,1500,1404,Scandinavian Defense,2,12+0
84,mate,black,1838,1774,Sicilian Defense #2,6,8+0
19,resign,white,1172,1774,Queen's Gambit Declined: Tarrasch Defense ,9,8+180
55,resign,black,1241,1744,King's Pawn Game: Damiano Defense,4,180+180
73,resign,white,1667,1644,Sicilian Defense: McDonnell Attack,3,10+0
39,resign,white,1904,1648,Indian Game: Wade-Tartakower Defense,4,10+0
48,resign,black,1661,1619,Sicilian Defense: Open #3,7,10+0
41,resign,white,1677,1672,Queen's Gambit Refused: Marshall Defense,4,10+0
79,resign,white,1661,1632,Pirc Defense #5,3,10+0
32,resign,black,1683,1651,Sicilian Defense: Open #3,7,10+0
28,resign,black,1652,2159,Four Knights Game: Double Spanish,8,10+0
52,resign,black,1364,1649,English Opening: Anglo-Indian Defense,2,10+0
48,resign,black,1653,1889,Scandinavian Defense: Main Line,6,10+0
65,resign,white,1674,1657,Sicilian Defense,2,10+0
84,resign,black,1664,1810,Scandinavian Defense: Mieses-Kotroc Variation,4,10+0
51,resign,black,1673,1722,Sicilian Defense: Scheveningen Variation,10,20+5
18,resign,white,1625,1500,French Defense: Reti-Spielmann Attack,3,1+30
3,resign,white,1240,1161,King's Knight Opening,3,35+15
25,resign,black,1323,1441,Englund Gambit Declined ,3,10+10
78,mate,black,1500,1496,Gunderam Defense,4,8+0
20,resign,black,1349,1500,Elephant Gambit,4,8+4
61,mate,white,1066,1174,Ruy Lopez: Exchange Variation,7,5+8
21,mate,white,1262,1236,Four Knights Game: Italian Variation,7,10+0
47,mate,white,1460,1279,Vienna Game: Stanley Variation ,6,10+5
80,mate,black,1390,1346,Sicilian Defense: Najdorf Variation ,11,10+3
88,resign,black,1571,1784,Queen's Gambit Declined,4,10+0
59,resign,white,1806,1577,Pirc Defense: Classical Variation ,9,10+0
35,resign,black,1584,1737,Tarrasch Defense: Symmetrical Variation,10,10+0
43,resign,black,1597,1583,Mikenas Defense,2,10+0
37,resign,white,2081,1599,Polish Opening: Outflank Variation,2,10+0
101,outoftime,white,1592,1390,Englund Gambit,2,10+0
63,resign,white,1828,1598,Pirc Defense,4,10+0
122,outoftime,draw,1648,1596,Pirc Defense: Classical Variation,8,10+0
78,resign,black,1613,1520,Slav Defense: Quiet Variation,7,10+0
56,resign,black,1495,1603,Pirc Defense: Classical Variation ,9,10+0
73,mate,white,1599,1274,Old Indian Defense,3,10+0
111,draw,draw,1875,1589,Pirc Defense #4,2,10+0
45,resign,white,1636,1601,Pirc Defense #4,2,10+0
72,outoftime,black,1657,1584,Van't Kruijs Opening,1,10+0
17,mate,white,1576,1373,Queen's Gambit Accepted: Saduleto Variation,5,10+0
69,resign,black,1593,1549,Benoni Defense: Benoni Gambit Accepted,3,10+0
82,resign,black,1606,1644,Queen's Pawn Game: Mason Attack,3,10+0
16,resign,black,1678,1586,Alekhine Defense: Modern Variation ,8,10+0
93,resign,white,1790,1594,Alekhine Defense: Two Pawn Attack,5,10+0
54,resign,black,1597,2007,Queen's Pawn Game: Steinitz Countergambit,4,10+0
55,resign,white,1581,1566,Queen's Pawn Game: Mason Attack,3,10+0
57,mate,white,1495,1500,Scandinavian Defense: Mieses-Kotroc Variation,4,10+0
77,resign,white,1040,1215,French Defense #2,2,15+8
62,resign,black,1215,1500,Van't Kruijs Opening,1,30+5
56,mate,black,1289,1442,King's Pawn Game: Leonardis Variation,3,20+0
39,mate,white,1434,1500,Italian Game,5,20+0
15,resign,white,1500,1266,Italian Game: Two Knights Defense ,11,15+0
53,resign,white,1525,1888,Petrov's Defense #2,5,5+60
85,mate,white,1861,1797,Van Geet Opening,1,20+10
31,resign,white,1824,1805,French Defense: Classical Variation ,13,17+17
55,mate,white,1786,1748,French Defense: Paulsen Variation,5,15+0
81,mate,white,1710,1972,Van Geet Opening,1,20+0
67,resign,white,1650,1695,Bishop's Opening: Vienna Hybrid,7,15+5
37,mate,white,1565,1709,Vienna Game: Stanley Variation,5,15+5
46,outoftime,black,1637,1462,Queen's Pawn Game: London System,5,10+0
56,mate,black,1578,1325,Russian Game: Modern Attack ,6,10+5
68,resign,black,1326,1480,Amar Opening,1,15+5
52,resign,white,1500,1326,Goldsmith Defense,2,10+0
16,mate,black,1363,1740,English Opening: Anglo-Indian Defense,2,8+5
75,mate,white,1500,1615,Sicilian Defense: Franco-Sicilian Variation,6,5+8
48,mate,black,1270,1372,Horwitz Defense,2,10+0
68,mate,black,1328,1372,French Defense: Mediterranean Defense,4,10+0
130,resign,black,1372,1293,English Opening: Agincourt Defense,2,18+0
94,resign,black,1336,1372,Van't Kruijs Opening,1,8+0
46,resign,black,826,1372,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5,6+3
34,mate,black,1500,1372,Grob Opening,1,5+8
46,resign,black,1372,1500,English Opening: Caro-Kann Defensive System,2,5+8
67,mate,white,1500,1372,Sicilian Defense: Alapin Variation,3,5+8
59,resign,white,1500,1372,King's Indian Defense: Normal Variation,7,10+1
56,mate,black,1372,1500,French Defense: Knight Variation,3,10+1
106,resign,black,1372,1500,English Opening: Anglo-Indian Defense,2,10+0
103,resign,white,1500,1372,Sicilian Defense: Accelerated Dragon ,9,10+0
75,resign,white,1372,2093,English Opening: Caro-Kann Defensive System,2,3+8
75,resign,white,1500,1372,Zukertort Opening: Sicilian Invitation,2,15+0
34,resign,black,1372,1500,French Defense: Knight Variation,3,10+0
54,resign,black,1372,1500,English Opening: Agincourt Defense,2,10+0
93,draw,draw,1372,1500,English Opening: King's English Variation ,4,5+8
109,resign,white,1500,1372,Tarrasch Defense: Symmetrical Variation,10,10+0
57,mate,white,1710,1376,Sicilian Defense: Smith-Morra Gambit #2,3,5+8
55,resign,white,1708,1851,Sicilian Defense: Open #3,7,14+0
53,resign,black,1245,1336,Sicilian Defense: Old Sicilian,4,5+5
48,resign,white,1599,2051,French Defense: Exchange Variation,5,15+0
52,mate,black,1446,1556,Sicilian Defense: Bowdler Attack,3,15+0
92,draw,draw,1418,1589,Sicilian Defense: Bowdler Attack,3,10+2
105,outoftime,white,1512,1465,Three Knights Opening,5,15+0
55,mate,white,1470,1195,Van't Kruijs Opening,1,15+0
38,resign,white,1559,1641,Caro-Kann Defense: Accelerated Panov Attack ,4,20+10
41,draw,draw,1771,1500,Sicilian Defense: Godiva Variation,8,10+8
75,mate,white,1420,1483,Philidor Defense #2,4,11+11
113,mate,white,1421,1315,King's Pawn Game: Leonardis Variation,3,180+180
4,resign,white,1240,1240,King's Pawn Game: King's Head Opening #2,3,180+180
36,resign,white,2078,1960,French Defense: Classical Variation,6,15+10
36,resign,black,1969,2023,Sicilian Defense: Smith-Morra Gambit Deferred,7,15+10
27,resign,white,1936,1980,French Defense: Winawer Variation,6,15+10
27,resign,black,1757,1866,Sicilian Defense: Bowdler Attack,3,10+10
37,resign,black,1675,1500,Indian Game: Tartakower Attack,3,15+10
49,mate,white,1887,1500,Englund Gambit Complex: Hartlaub-Charlick Gambit,4,10+0
16,mate,black,1371,1575,Hungarian Opening,1,15+0
57,mate,white,1314,1398,Queen's Indian Accelerated,4,15+0
107,mate,white,1628,1408,Van Geet Opening: Napoleon Attack,5,15+0
121,resign,white,1514,1425,Italian Game: Two Knights Defense #2,8,15+0
18,mate,black,1446,1505,Italian Game: Schilling-Kostic Gambit,6,15+0
90,resign,black,1448,1418,Semi-Slav Defense: Accelerated Move Order,6,15+0
49,mate,white,1377,1451,Queen's Pawn Game #2,3,15+0
61,mate,white,1424,1396,Gunderam Defense,4,15+0
66,resign,black,1434,1737,Rat Defense: Small Center Defense,4,15+0
41,resign,white,1407,1500,French Defense: Steinitz Attack,3,15+0
42,mate,black,1446,1364,Ruy Lopez: Berlin Defense #2,6,15+0
21,resign,black,1398,1436,Center Game,5,15+0
33,mate,white,1418,1443,Three Knights Opening #2,6,15+0
51,mate,white,1443,1499,Bishop's Opening: Berlin Defense,4,15+0
56,mate,black,1288,1470,Queen's Gambit Refused: Austrian Defense,4,15+0
37,mate,white,1431,1295,Russian Game: Three Knights Game,5,15+0
35,resign,white,1358,1367,Mikenas Defense,2,15+0
86,mate,black,1289,1260,Vienna Game: Stanley Variation,5,15+0
33,resign,white,1245,1260,Van't Kruijs Opening,1,15+0
41,mate,white,1260,1245,Elephant Gambit,4,15+0
30,resign,black,1260,1565,French Defense: Advance Variation ,11,15+0
20,outoftime,black,1714,1260,Italian Game: Two Knights Defense ,10,15+0
114,mate,black,1222,1260,English Opening: Anglo-Lithuanian Variation,2,15+0
36,mate,black,1260,1222,Philidor Defense,5,15+0
20,mate,black,1260,1222,King's Pawn Game: Mengarini's Opening,3,15+0
47,outoftime,white,1260,1392,St. George Defense,2,15+0
66,mate,black,1392,1260,Anderssen Opening,1,15+0
49,mate,white,1500,1260,Ruy Lopez: Classical Variation ,7,15+0
34,mate,black,1279,1716,Queen's Pawn Game: Chigorin Variation,4,15+0
63,resign,white,1279,1488,King's Pawn Game: Mengarini's Opening,3,15+8
95,mate,white,1461,1279,King's Knight Opening: Normal Variation,4,15+0
40,outoftime,black,1336,1563,Center Game,5,10+0
54,mate,black,1347,1938,King's Pawn Game: Mengarini's Opening,3,15+11
32,outoftime,black,1500,1549,French Defense: Steinitz Attack,3,15+0
54,outoftime,black,1500,1591,Philidor Defense #2,4,15+0
74,mate,black,1591,1500,English Opening: King's English Variation,2,15+0
79,mate,white,1591,1500,English Opening: King's English Variation,2,15+0
107,outoftime,white,1591,1500,English Opening: King's English Variation,2,15+0
35,mate,white,1331,1500,Queen's Pawn Game: Huebsch Gambit,6,10+0
64,mate,black,1492,1500,Sicilian Defense: Bowdler Attack,3,150+60
40,resign,black,1512,1500,Sicilian Defense: Alapin Variation,3,18+18
36,resign,black,1400,1500,Center Game: Normal Variation,6,5+8
46,mate,black,1500,1696,Van't Kruijs Opening,1,5+8
60,resign,black,1250,1208,Van't Kruijs Opening,1,20+1
12,resign,black,1213,1599,Center Game: Normal Variation,6,6+5
15,resign,white,1626,1217,Scotch Game,5,10+5
17,resign,white,1700,1220,Ruy Lopez: Berlin Defense ,8,20+0
87,resign,white,1937,1221,Scotch Game,5,16+8
29,resign,white,1596,1229,Italian Game: Two Knights Defense ,7,7+8
25,resign,white,1508,1237,Scandinavian Defense: Mieses-Kotroc Variation,4,10+0
27,resign,white,1393,1251,Italian Game,5,16+0
41,resign,white,1512,1261,Bishop's Opening,3,5+10
33,resign,black,1266,1669,King's Pawn Game: Wayward Queen Attack,3,18+10
59,outoftime,white,1426,1282,King's Pawn Game: Leonardis Variation,3,5+8
23,mate,white,1625,1289,Center Game #2,3,8+0
17,mate,white,1502,1302,Ruy Lopez: Spanish Countergambit,6,15+1
46,mate,black,1330,1340,French Defense: Winawer Variation ,7,15+0
26,resign,black,1350,1765,King's Pawn Game: Maroczy Defense,4,5+8
76,mate,black,1640,1290,King's Pawn Game: Leonardis Variation,3,5+10
87,resign,white,1443,1313,King's Pawn Game: Wayward Queen Attack,3,20+4
89,resign,white,1847,1287,Scandinavian Defense: Mieses-Kotroc Variation,4,15+0
43,resign,white,1636,1298,Elephant Gambit,4,8+1
